smiles,logits
Nc1ccc(Oc2cccnc2)cc1CNC(=O)Nc1nc(-c2ccncc2)no1,0.3464987874031067
COCc1ncccc1S(=O)(=O)N1CCCCC1CCn1cc(CNc2ccn[nH]2)nn1,0.2199929654598236
CCS(=O)(=O)N1CCC(Cc2cc(OCCCN(Cc3cc(F)ccc3F)C3CCOCC3)ccn2)CC1,0.3537620007991791
Cc1cnc(C(=O)N2CCC(Cc3nc(-c4ccccc4)no3)CC2)[nH]1,0.3919997215270996
CN(C)CC1CC(CNS(C)(=O)=O)CN1C1=CC=C(C2CN(Cc3ccc4[nH]ncc4c3)CC2NS(=O)(=O)N(C)C)C1,0.2050991803407669
CC(C)N1C(=O)C2(CCN(C(=O)c3cnc4[nH]ncc4c3)CC2)C1Cc1ccc(C(F)(F)F)cc1,0.32567286491394043
Cc1cccc(CSc2nccc3c2CCNC3=O)c1-c1ccoc1,0.5317966938018799
CNC(=O)N1CCC(F)(c2ccc(Cl)cn2)CC1,0.2688038647174835
Cc1noc(C)c1S(=O)(=O)NC(C)(CNc1ccn[nH]1)C1CCCC(C)(C(N)=O)CC1,0.3802381455898285
CNC(=O)Nc1cccc(OCCNC(=O)c2cccc(NC(=O)NCCOC)c2)n1,0.26807913184165955
COCCOCc1ccc(NC(=O)Nc2ccc(OC)c(OCc3ccc(F)cc3)n2)cc1,0.374447762966156
COc1cc(-c2cc(Oc3ccccc3OC)ncn2)ccc1NCCNS(C)(=O)=O,0.5310827493667603
CCOCCn1nncc1CN1CCC(Cc2nncn2Cc2ccc(F)c(F)c2)c2ncccc2N1C,0.6842794418334961
CC(=O)OC1(C(=O)Nc2cc(C(=O)Nc3ccc(C)c(C)c3)cc(C(F)(F)F)c2)CC1,0.39007747173309326
COCC(=O)C(OCCOC1CCN(S(=O)(=O)C(C)C)C1)c1cnccn1,0.20225736498832703
CC(C)NC(=O)NCCCC(=O)N1CCCC(c2cc(C(=O)N(C)C)no2)CCNC1=O,0.14591766893863678
CS(=O)(=O)NC1CN(C(=O)c2ccncn2)CC1NS(=O)(=O)c1ccc2c(c1)CC(=O)N2,0.15567177534103394
Cn1cnc(CNC(=O)Nc2cccc(C(=O)NC3CC3)c2)c1,0.1502457708120346
COC(=O)c1ccc(CC2CC(OCCN(C)c3ccncn3)CCN2S(=O)(=O)N(C)C)cn1,0.21335507929325104
O=C(Nc1cc(-c2ccnc3[nH]ccc23)ccc1O)C1CC12CCOc1ccc(F)cc12,0.42008844017982483
Cc1ccc(Cl)c(N2CCC(NC(=O)NC(C)C)C2)c1,0.08596379309892654
CCN1C(=O)C2(CCN(C(=O)c3ccc4[nH]ncc4c3)CC2)C1Cc1ccc(Cl)cc1,0.37613123655319214
COCCn1cnc(NC(=O)c2ccc(OC3CCCN(S(=O)(=O)c4ccc(OC)cc4)C3)cc2)c1,0.11203333735466003
CC(C)NC(=O)C1=CC(NCC(=O)N2CCOCC2)COC(n2cccc2C#N)=CC=C1,0.14829346537590027
COc1cc(Nc2cccnc2)cc(N)c1OCC(=O)Nc1ccc(NCc2cccnc2)nc1,0.26406213641166687
C=CCN(CC(=O)N1CCN(c2cc(-c3ccc(F)cc3)n[nH]2)CC1)c1cc(OC)ccc1OC(F)F,0.3309451937675476
COC1=CC=CC2=CC(=C1)N(CCOc1ccc(NCc3cnn(CC4CCCC4)c3)cc1)C(=O)N2,0.2525450885295868
Nc1ccc(CNC(=O)N2CCC(CC3CC3)(NC(=O)C3CCCC3)CC2)cn1,0.1424902081489563
O=S(=O)(NC1CCC(CCc2nc(CCOCc3cccnc3)no2)CC1)c1cccnc1,0.5678569078445435
CC1CC(CCc2ccc(NC(=O)C3CC3)nc2)C(=O)N1,0.13818752765655518
COCC(=O)Nc1ccc(C)cc1C(=O)Nc1cc(-c2cc(COCC3CC3)on2)no1,0.3981335163116455
Cc1noc(NC(=O)NCCOc2ccnc(NC(=O)N(C)CCOCC3CCOCC3)c2)n1,0.39395514130592346
O=C(Nc1cccc(F)c1)c1ccnc(CN2CCCC2)n1,0.4095335304737091
CC(C)c1cn(C2CCN(S(=O)(=O)c3ccc(S(C)=O)cc3)CC2)nn1,0.33602458238601685
CCC(NC(=O)c1ncnc2[nH]ccc12)C1CCCC1,0.39190319180488586
CNS(=O)(=O)Cc1ccc(OCc2nc(CS(=O)(=O)NCc3cccnc3)no2)cc1,0.172495037317276
COCCCOc1cc(NC(=O)NCCc2ncn(CCOC)c2CCN)ncc1Br,0.23262235522270203
CN(C)CC(=O)N1CCC(c2cc(C(=O)NCCN(C3CCOCC3)C3CCCN(S(C)(=O)=O)C3)ncn2)C1,0.29413503408432007
CS(=O)(=O)NCC(CC(=O)Nc1cn[nH]c1)c1ccc(S(=O)(=O)NCC2CC2)cc1,0.2457580268383026
CC(=O)NC1CCN(C(=O)c2cccc3cn[nH]c23)CC1,0.25841355323791504
COC(=O)c1ccc2c(c1)CC(Nc1ncnc3[nH]ccc13)(C(F)(F)F)C2,0.3831346333026886
CC(=O)N1CCC(OCCOCc2ccc(C(=O)NCCN(C3CC3)C3CC3)cc2)C1,0.14562879502773285
CN(C)CCN(CCc1ccncc1)C1CCN(S(=O)(=O)N(Cc2ccccc2)Cc2ccccn2)CC1,0.2529956102371216
Cc1cc(Br)cc2c1C1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)C(=O)N(C(C)C)C2,0.26545655727386475
COCCS(=O)(=O)Nc1cc(C(=O)Nc2ccc(-c3ncn[nH]3)cc2)ncn1,0.26743650436401367
COCCN1CCC(N(CCNCC(=O)c2ccc(N(C)C)nn2)CC2CCNCC2)CC1,0.12453468888998032
CNC(=O)c1ccnc(OC2CCCN(C(=O)c3ccccn3)C2)c1C,0.18091069161891937
Cc1noc(C)c1CCC(=O)N1CCC(CCc2ccc(C(=O)NCCc3cnn(Cc4ccccc4)c3)cn2)N1,0.4938355088233948
O=C(NC1C2CC3CC1CC(Nc1cccc(F)c1)(C3)C2)c1cnc2[nH]ncc2c1,0.6862767338752747
Cn1cc(C(=O)Nc2ccccc2OCCc2ccc(CCNC(=O)c3cnc[nH]3)cc2)cn1,0.3201618492603302
CC(CCc1ccn(C)n1)NC(=O)Nc1cccc(OCC(F)(F)F)c1,0.27405378222465515
CCS(=O)(=O)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)c(Br)c1,0.25950297713279724
Cc1noc(C2CCN(c3ccnc4[nH]c(=O)[nH]c34)CC2)c1C1CC1,0.8402283787727356
CN1CCN(c2ccnc3[nH]ccc23)CCN1S(=O)(=O)c1ccoc1,0.31913521885871887
COCC(=O)Nc1cccc(CNC(=O)NCC(COC)C2CCOCC2)n1,0.18867987394332886
O=C(c1ccc2[nH]ncc2c1)N1CCN(c2ccc3c(c2)CN(c2ccccc2)CC3O)CC1,0.5723402500152588
COc1ccncc1NC(=O)NCc1cc(OCC2CC2)ccn1,0.27157163619995117
Cc1cccc(OCC(=O)NCCC2CCN(CCCc3ccc4[nH]ncc4c3)CC2)c1,0.39407846331596375
COCc1cnc(S(=O)(=O)N(CCOCC2CCOCC2)Cc2ccncc2)cc1C,0.34923529624938965
O=C(NCC1CCCC1)c1ccc(CC2CCN(C(=O)N3CCOCC3)C2)nn1,0.10945155471563339
CCOC(=O)C1(c2cc(NC(=O)c3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2Cl)CC1,0.41010087728500366
CN(CCN(Cc1ccccc1N(C)C)C1CCN(Cc2ccncc2F)CC1)Cc1ccccc1,0.30830129981040955
CSc1cc(C(=O)Nc2cnn(CC3CC3)c2)ccc1C,0.28998541831970215
O=C(COc1ccccc1NC(=O)CN1CCOCC1)Nc1nc(-c2ccncc2)no1,0.46607697010040283
CC(=O)OC1CCN(c2ccnc(C(C)C)c2)C(C)N1,0.5449243783950806
COCCS(=O)(=O)N1CCC(CCc2cc(CCC(=O)Nc3cc(C)on3)on2)CC1,0.3466123044490814
O=C(Nc1cc(CN2CCN(C3CCOCC3)CC2)ccc1Br)c1cccc(C(F)(F)F)c1,0.4329589009284973
COCCCNC(=O)NC1(CCOC)CCN(c2ccc(COc3cc(N)n[nH]3)cn2)C1,0.1482044905424118
CC(C)C1CCN(c2cn[nH]c2-c2ccc(C(N)=O)[nH]2)C1,0.5264156460762024
CCCn1ncc(C(=O)Nc2cnn(CCCc3ccc4c(c3)OCCO4)n2)c1Cn1c(C)cc2nccn21,0.4756719470024109
Cn1cccc1C(=O)NCCc1nccc2c1CCNC2=O,0.29256945848464966
COc1cc(Br)c(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Cl,0.32813358306884766
COCCCNC(=O)CN1CCCN(C(=O)CCC(=O)Nc2ccc(C)cn2)CC1,0.13191744685173035
CCNC(=O)Nc1ccc(OCCN(C)C(=O)c2ccc(N(C)C)nc2)cc1OCC,0.15470504760742188
CN(CCc1cccnc1)C1CCCN(C(=O)CCCC(F)(F)Cc2cccnc2)CC1,0.18125426769256592
CC(C)CN(C)CCOc1cc(F)cc(OCC(=O)Nc2c[nH]cn2)c1,0.4041062593460083
C=CCCCN1CCC(N(CCNC(=O)c2nc(OC)ccc2OC)CC2CCCC2)CC1,0.2715960144996643
Nc1cc(S(=O)(=O)N2CC(COCCc3ccccc3NCc3ccncc3)N=N2)cc(Cn2ccnc2)n1,0.36402979493141174
COc1ccc(-c2cc(N3CCCCC(CCc4nc(CCCc5ccc(N(C)C)cc5)no4)C3)[nH]n2)cc1,0.4061966836452484
CN1CCN(CCOCCO)CCN(CCN(C)CC(O)Cc2ccnc(N3CCCCC3)n2)CC1,0.3034767210483551
CS(=O)(=O)NC1CCC(Oc2cnc(SC(F)F)c(Br)c2)CC1,0.2977454364299774
COCC1=CC=C(N2CCOCC2)C(=O)N(Cc2cccc(C(F)(F)F)c2)C=C1,0.3419894278049469
CCCOc1ccc(OCC)c(S(=O)(=O)N2CCC(c3nnnn3CC3CC3)C2)n1,0.19437360763549805
CN1CCN(Cc2ccc(NC(=O)c3ccc4c(ccc(=O)n4C)c3)cc2C(F)(F)F)CC1,0.28845468163490295
CC(=O)Nc1ccc(CC(=O)NCc2ccc(CCNC(=O)c3cnn(CC(C)C)c3)cc2)cn1,0.36567267775535583
COCCC(=O)NC1CCCC(C(=O)NCCCc2cc(-c3ccncc3)n[nH]2)CC1,0.5440916419029236
Cc1cc(C#N)ccc1NCCCc1ccc(NCCCNS(=O)(=O)c2ccncc2)cc1,0.3631627559661865
NC(=O)COc1ccc(N2CCC(OCc3cccc(S(N)(=O)=O)n3)C2)nc1,0.2955227494239807
CN(C)CCN(C(=O)N(CCNC(=O)Cc1ccc(F)cc1)C1CCOCC1)c1ccncn1,0.17751026153564453
CC(=O)N1CCC(CCCc2ccc(CN3CCC(F)(CCC(=O)c4cnc[nH]4)CC3)cc2)CC1,0.32970085740089417
CN(C)CCNc1ccc(Nc2ccncn2)cc1NCCN(C1CCOCC1)C1CCOCC1,0.4217034578323364
Cc1cc(Cl)cc(NC(=O)c2cc(Nc3cnc(C4CC4)cn3)cc(C(F)(F)F)c2)c1,0.5338832139968872
Cc1cc(F)ccc1N1CCC(CCOCc2ccnc(Nc3ccc(F)c(COC4CCC4)c3)c2)CC1,0.5496665835380554
COc1ccc(OC)c(S(=O)(=O)N2CCCC(NCc3noc(-c4cnccn4)n3)C2)c1,0.20429182052612305
CN(C)CC1(Oc2nccc(CNC(=O)COCC3CCC3)n2)CC1,0.38950785994529724
COCCN1CCC(N(CCNc2ncccc2OC)C(=O)Nc2cccnc2)C1,0.2884645164012909
Cc1ccnc(N2CCC(CNc3cccc(N(C)C)c3)C2)n1,0.43012872338294983
COCCOCc1cccc(CN2CCC(CCOC)(N3CCOCC3)CC2)n1,0.12368576228618622
COCCNS(=O)(=O)c1cccc(Oc2cccc(CCc3noc(C)n3)n2)n1,0.5616183280944824
CN(C)C(=O)C1CN(c2ccccc2)CC1Nc1ccnc2[nH]c(=O)[nH]c12,0.3954518735408783
N#Cc1cccc(C(=O)Nc2ccc(-c3ccnc4[nH]c(=O)[nH]c34)cn2)c1Oc1ccc2[nH]ncc2c1,0.7977582216262817
Cc1cccc(CCCCCN(C(=O)CC2CCCC2)C2CCCC2)c1-c1cccnc1,0.14895616471767426
COCCCn1ccnc1C(=O)NC(CC1CCN(C(=O)c2cncnc2)CC1)C(=O)NC(C)COC1CCC1,0.1457018107175827
CCOCc1ccc(OCC(C2CCCN(C)CC2)N2CCC(CCO)CC2)cn1,0.2309071123600006
COCCC(=O)c1ncc(C(=O)N(C)C)cc1OCCN(C)C(=O)N(C)C(=O)CCOC,0.19080428779125214
CC(OCCN(C)C(=O)C1CCCCC1)C1CCCN(C(=O)C(C)(O)COc2ccccn2)C1,0.11740753799676895
O=C(c1cnc2[nH]ncc2c1)N1CCC2(CC1)C(=O)N(Cc1ccc(F)cc1)C(=O)N2Cc1cccc(F)c1,0.552477240562439
Cc1noc(C2CCOc3c(cccc3OC(F)(F)Cl)Oc3ccccc3CCCN2C)n1,0.480594277381897
COCCCn1cc(CN2CCC(CCc3nc(-c4ccccn4)n[nH]3)CC2)cn1,0.363924503326416
Cc1nc(CC(=O)N(C)C)cc(OCCC2CCN(C(=O)CN(C)Cc3cc(Cl)ccc3F)C2)n1,0.22091883420944214
NC1=CC=C(C2CCCCN2S(=O)(=O)Nc2cc(CCOC3CCCC3)ncc2C(=O)NC2CCCCC2Nc2ccncn2)CC1,0.18232007324695587
COc1ccc(-c2nccc3c2CCNC3=O)cc1NC(=O)N1CCCCC1C(=O)NC1CCC(Oc2cccnc2)CC1c1ccnnc1,0.2807503938674927
COc1ccc(C(C)NCCC(C)(O)CC2CCN(CCc3ncnc4[nH]ccc34)CC2)cc1,0.7079780101776123
COCCC(=O)NC1(CCOC)C(C(=O)NCc2ccc3[nH]ncc3c2)C12CCOCC2,0.417664110660553
NC(=O)NCCN(C(=O)Nc1cn(CCCNC(=O)C2CC2)cn1)C1CC1,0.17258188128471375
NC(=O)C1(c2ccccc2)CCc2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc21,0.6834340691566467
CNc1cccc(NC(=O)c2ccc3c(c2)CCCN3)c1,0.1227928176522255
CNc1ccc(C)c(C2CCOCC2)c1NC(=O)c1ccnc(OC2CC(C)C2)c1,0.19141851365566254
CCNC(=O)NCC#Cc1ccc(Oc2ccc(C(=O)NCCNC(=O)NC)nn2)cc1,0.13353261351585388
COCc1nc(NC(=O)Nc2cnc(Nc3cccnc3)nc2C)no1,0.3715860843658447
CNC(=O)Nc1cccc(C(=O)Nc2cc(CNC(=O)Nc3ccc(C)nc3N)no2)c1,0.36455509066581726
CN1CCN(Cc2ccc(C(=O)Nc3ccc4c(c3)CCC4=O)cc2C(F)(F)F)CC1,0.25484827160835266
COCCS(=O)(=O)N1CCC(Cc2ccc(CCNc3cn[nH]c3)cc2)CC1,0.3456015884876251
CN1CCc2c(ccc(F)c2C(F)(F)F)C12CCN(C(=O)c1ccc3[nH]ncc3c1)C2,0.3750991225242615
COCCCS(=O)(=O)N1CCC(N(CCNS(=O)(=O)c2cccnc2)C2CCCC2)CC1,0.2107117623090744
CC(C)Oc1cccc(OCC(=O)NCCC(=O)NCC(=O)Nc2ccncn2)c1,0.31247949600219727
COCCNC(=O)c1nc(C)c(C(=O)OC)c(CCN(C)C(=O)COC)n1,0.2573871910572052
Cc1cc(C(=O)Nc2cccc(C(F)(F)F)n2)cn1C1CC1,0.46687695384025574
CC(=O)NC(=O)NC(=O)c1cccc(C(=O)NCC(=O)Nc2ccn[nH]2)c1,0.2705594599246979
COCCc1noc(NCCOC2CCN(S(=O)(=O)C(C)C)CC2)n1,0.21201154589653015
CC(C)CN(c1cn[nH]c1)S(=O)(=O)N1CCC(CC2CC2)(NCc2cn[nH]c2)CC1,0.33772012591362
Cc1noc(C)c1CCC(=O)Nc1ccc(CCNCCNC(=O)c2cccnc2)cn1,0.3818781077861786
Cc1cnc(NC(=O)CC2CCCO2)nc1C,0.2065069079399109
CC1CN(c2ccccc2)C2(CCN(C(=O)c3cnc4[nH]ncc4c3)CC2)C1=O,0.48999810218811035
CN(CC(=O)NC1CCN(c2ccccc2)C1)c1ccccn1,0.3509252667427063
O=C(CS(=O)(=O)c1ccc(Br)cc1)c1ccc(=O)[nH]n1,0.4009627401828766
CN1CCN(Cc2ccc3cccnc3n2)CCN1Cc1cccnc1,0.461973637342453
CNc1cc(CNC(=O)Nc2cnn(CC3CC3)c2)ccc1Cl,0.20426809787750244
COCCc1cc(CNc2cc(C(=O)NC3CN(S(=O)(=O)c4ccc(OC)cc4)C3)no2)on1,0.10132797062397003
Cc1cc(C)n(CCNC(=O)N2CCc3ccccc3C2)c1,0.07278355211019516
COCC1(OCC(=O)NC(CC2CCCCC2)C(=O)c2cnc[nH]2)CC1OC,0.26770010590553284
Cc1ccc(CC(C)NC(=O)C(NC(=O)CCc2c(C)noc2C)C(=O)c2cccnc2)cc1,0.332073837518692
Cc1ccc(CNC(=O)N2CCN(c3ccnc4[nH]cnc34)CC2)c(C(F)(F)F)c1,0.4274680018424988
COCCCNC(=O)c1ccc(C(=O)N2CCC(CCCc3ccc(CCNCC(=O)c4cnc[nH]4)cc3)CC2)cc1,0.22514608502388
CCOc1cc(CN2CCC(N3CCC(Oc4cn(CC(=O)c5cnc[nH]5)nn4)C3)C2)cc(CC)c1CCN1CCOCC1,0.30715247988700867
COCCOc1ccccc1CN1CCC(CC(=O)NCCNc2ccccn2)CC1,0.12204483151435852
O=C(NCc1cc[nH]n1)Nc1ccc(OCCC2CCN(C(=O)CCc3cccc(F)c3)CC2)cc1,0.3010404407978058
COCc1cc(C)c(CN(C)CCc2ccc(CC3CCN(S(=O)(=O)c4cn(C)cn4)C3)nn2)cn1,0.18946436047554016
COCCC(=O)NCC1(NC(=O)Nc2cc(-n3nc(C)cc3Cl)ccc2F)CC1,0.38506296277046204
COCCC1(Nc2ccnc3[nH]cnc23)CCN(C(=O)Nc2ncccc2NC(=O)COC)C1,0.5280758142471313
CCc1ccc2ncc(C(=O)Nc3cccc(NC(=O)C4CC4)c3)n2c1,0.5268389582633972
COCCCn1nc(C)c(SC)c1CCNC(=O)c1cc(NC(=O)NC2CC2)cnc1N1CCOCC1,0.2738123834133148
O=S(=O)(c1n[nH]c(-c2cnccn2)n1)c1cccnc1S(=O)(=O)N1CCCC1,0.45292869210243225
CN(C)CC1CCC1Oc1cccc(NC(=O)NC2CCC(OCCN(C)C(=O)c3cnc[nH]3)C2)c1,0.2580116391181946
Cc1cc(C)c(C(=O)NC2(CNc3ccc4c(c3)CCC(=O)N4)CC2)cn1,0.2255317121744156
Cc1noc(C)c1CNC(=O)c1cccc(N2CC3CCC2C3)c1,0.5432901978492737
CS(=O)(=O)N(Cc1ccncn1)C1CCCN(C(=O)NCC(=O)Nc2ccncn2)C1,0.27553337812423706
O=C(Nc1cccc(F)n1)NC1(CCc2ccc(F)cc2)CC1,0.48794108629226685
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc2c(c1)CC(c1ccc(O)cc1)C2,0.3989357054233551
COc1ccc(OC)c(CC(=O)NCC(=O)N(Cc2ccc(CC3CCN(C(=O)c4cn[nH]c4)CC3)cc2)C2CC2)c1,0.33164316415786743
COCCn1cnnc1NC(=O)NCC1CCN(c2ccccc2NCc2cccnc2)CC1,0.2829476296901703
O=C(Cn1ccc(N2CCC(CCOCCOCc3ccc(F)cc3)CC2)c1)C1CCOCC1,0.4042416512966156
CCCNC(=O)N1CCN(C2CCOCC2)CC1N1CCOCC1,0.07392924278974533
CCOC1CCN(C(=O)c2ccc(NC(=O)C3CC3)cn2)C1,0.09457743167877197
CSc1ccc(S(=O)(=O)Nc2cnn(C)c2)nc1,0.29299789667129517
COCc1ccc(CCNC(=O)N2CCC(Cc3ccc(CCNc4ccncn4)cc3)CC2)nc1,0.1841176599264145
COCCn1cc(NC(=O)CCC2CCC(Oc3ccc(-c4cn(C)nc4C)nn3)C2)cn1,0.17949198186397552
Cc1cc(C(=O)Nc2cncnc2C2CCCN2Cc2noc(COc3ccncc3)n2)co1,0.5772618055343628
