Nc1ccc(Oc2cccnc2)cc1CNC(=O)Nc1nc(-c2ccncc2)no1,DDR1-GENTRL-000001
COCc1ncccc1S(=O)(=O)N1CCCCC1CCn1cc(CNc2ccn[nH]2)nn1,DDR1-GENTRL-000002
CCS(=O)(=O)N1CCC(Cc2cc(OCCCN(Cc3cc(F)ccc3F)C3CCOCC3)ccn2)CC1,DDR1-GENTRL-000003
Cc1cnc(C(=O)N2CCC(Cc3nc(-c4ccccc4)no3)CC2)[nH]1,DDR1-GENTRL-000004
COCCc1csc(NC(=O)NC2CCC(OCCNc3cccs3)CC2)n1,DDR1-GENTRL-000005
CN(C)CC1CC(CNS(C)(=O)=O)CN1C1=CC=C(C2CN(Cc3ccc4[nH]ncc4c3)CC2NS(=O)(=O)N(C)C)C1,DDR1-GENTRL-000006
CC(C)N1C(=O)C2(CCN(C(=O)c3cnc4[nH]ncc4c3)CC2)C1Cc1ccc(C(F)(F)F)cc1,DDR1-GENTRL-000007
Cc1cccc(CSc2nccc3c2CCNC3=O)c1-c1ccoc1,DDR1-GENTRL-000008
CNC(=O)N1CCC(F)(c2ccc(Cl)cn2)CC1,DDR1-GENTRL-000009
Cc1noc(C)c1S(=O)(=O)NC(C)(CNc1ccn[nH]1)C1CCCC(C)(C(N)=O)CC1,DDR1-GENTRL-000010
CNC(=O)Nc1cccc(OCCNC(=O)c2cccc(NC(=O)NCCOC)c2)n1,DDR1-GENTRL-000011
COCCOCc1ccc(NC(=O)Nc2ccc(OC)c(OCc3ccc(F)cc3)n2)cc1,DDR1-GENTRL-000012
COc1cc(-c2cc(Oc3ccccc3OC)ncn2)ccc1NCCNS(C)(=O)=O,DDR1-GENTRL-000013
CCOCCn1nncc1CN1CCC(Cc2nncn2Cc2ccc(F)c(F)c2)c2ncccc2N1C,DDR1-GENTRL-000014
CC(=O)OC1(C(=O)Nc2cc(C(=O)Nc3ccc(C)c(C)c3)cc(C(F)(F)F)c2)CC1,DDR1-GENTRL-000015
COCC(=O)C(OCCOC1CCN(S(=O)(=O)C(C)C)C1)c1cnccn1,DDR1-GENTRL-000016
CC(C)NC(=O)NCCCC(=O)N1CCCC(c2cc(C(=O)N(C)C)no2)CCNC1=O,DDR1-GENTRL-000017
CS(=O)(=O)NC1CN(C(=O)c2ccncn2)CC1NS(=O)(=O)c1ccc2c(c1)CC(=O)N2,DDR1-GENTRL-000018
Cn1cnc(CNC(=O)Nc2cccc(C(=O)NC3CC3)c2)c1,DDR1-GENTRL-000019
COC(=O)c1ccc(CC2CC(OCCN(C)c3ccncn3)CCN2S(=O)(=O)N(C)C)cn1,DDR1-GENTRL-000020
O=C(Nc1cc(-c2ccnc3[nH]ccc23)ccc1O)C1CC12CCOc1ccc(F)cc12,DDR1-GENTRL-000021
Cc1ccc(Cl)c(N2CCC(NC(=O)NC(C)C)C2)c1,DDR1-GENTRL-000022
CCN1C(=O)C2(CCN(C(=O)c3ccc4[nH]ncc4c3)CC2)C1Cc1ccc(Cl)cc1,DDR1-GENTRL-000023
CN(CCc1ccc(CC2CCN(C(=O)CCc3ccsc3)C2)nc1)C1CCCN(C(=O)c2cnc[nH]2)CC1,DDR1-GENTRL-000024
COCCn1cnc(NC(=O)c2ccc(OC3CCCN(S(=O)(=O)c4ccc(OC)cc4)C3)cc2)c1,DDR1-GENTRL-000025
CC(C)NC(=O)C1=CC(NCC(=O)N2CCOCC2)COC(n2cccc2C#N)=CC=C1,DDR1-GENTRL-000026
COc1cc(Nc2cccnc2)cc(N)c1OCC(=O)Nc1ccc(NCc2cccnc2)nc1,DDR1-GENTRL-000027
C=CCN(CC(=O)N1CCN(c2cc(-c3ccc(F)cc3)n[nH]2)CC1)c1cc(OC)ccc1OC(F)F,DDR1-GENTRL-000028
COC1=CC=CC2=CC(=C1)N(CCOc1ccc(NCc3cnn(CC4CCCC4)c3)cc1)C(=O)N2,DDR1-GENTRL-000029
Nc1ccc(CNC(=O)N2CCC(CC3CC3)(NC(=O)C3CCCC3)CC2)cn1,DDR1-GENTRL-000030
O=S(=O)(NC1CCC(CCc2nc(CCOCc3cccnc3)no2)CC1)c1cccnc1,DDR1-GENTRL-000031
CC1CC(CCc2ccc(NC(=O)C3CC3)nc2)C(=O)N1,DDR1-GENTRL-000032
COCC(=O)Nc1ccc(C)cc1C(=O)Nc1cc(-c2cc(COCC3CC3)on2)no1,DDR1-GENTRL-000033
Cc1noc(NC(=O)NCCOc2ccnc(NC(=O)N(C)CCOCC3CCOCC3)c2)n1,DDR1-GENTRL-000034
O=C(Nc1cccc(F)c1)c1ccnc(CN2CCCC2)n1,DDR1-GENTRL-000035
COc1ccc(NC(=O)N2CCC(OCCOCc3ccnc(Nc4cnccn4)n3)CC2)s1,DDR1-GENTRL-000036
CC(C)c1cn(C2CCN(S(=O)(=O)c3ccc(S(C)=O)cc3)CC2)nn1,DDR1-GENTRL-000037
CCC(NC(=O)c1ncnc2[nH]ccc12)C1CCCC1,DDR1-GENTRL-000038
CNS(=O)(=O)Cc1ccc(OCc2nc(CS(=O)(=O)NCc3cccnc3)no2)cc1,DDR1-GENTRL-000039
COc1cccc(CN2CCC(CCN3CCN(CCc4cscn4)C3=O)C2)c1OCc1ccncc1,DDR1-GENTRL-000040
COCCCOc1cc(NC(=O)NCCc2ncn(CCOC)c2CCN)ncc1Br,DDR1-GENTRL-000041
CN(C)CC(=O)N1CCC(c2cc(C(=O)NCCN(C3CCOCC3)C3CCCN(S(C)(=O)=O)C3)ncn2)C1,DDR1-GENTRL-000042
CS(=O)(=O)NCC(CC(=O)Nc1cn[nH]c1)c1ccc(S(=O)(=O)NCC2CC2)cc1,DDR1-GENTRL-000043
CC(=O)NC1CCN(C(=O)c2cccc3cn[nH]c23)CC1,DDR1-GENTRL-000044
COC(=O)c1ccc2c(c1)CC(Nc1ncnc3[nH]ccc13)(C(F)(F)F)C2,DDR1-GENTRL-000045
CC(=O)N1CCC(OCCOCc2ccc(C(=O)NCCN(C3CC3)C3CC3)cc2)C1,DDR1-GENTRL-000046
CN(C)CCN(CCc1ccncc1)C1CCN(S(=O)(=O)N(Cc2ccccc2)Cc2ccccn2)CC1,DDR1-GENTRL-000047
Cc1cc(Br)cc2c1C1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)C(=O)N(C(C)C)C2,DDR1-GENTRL-000048
COCCS(=O)(=O)Nc1cc(C(=O)Nc2ccc(-c3ncn[nH]3)cc2)ncn1,DDR1-GENTRL-000049
COCCN1CCC(N(CCNCC(=O)c2ccc(N(C)C)nn2)CC2CCNCC2)CC1,DDR1-GENTRL-000050
CNC(=O)c1ccnc(OC2CCCN(C(=O)c3ccccn3)C2)c1C,DDR1-GENTRL-000051
Cc1noc(C)c1CCC(=O)N1CCC(CCc2ccc(C(=O)NCCc3cnn(Cc4ccccc4)c3)cn2)N1,DDR1-GENTRL-000052
O=C(NC1C2CC3CC1CC(Nc1cccc(F)c1)(C3)C2)c1cnc2[nH]ncc2c1,DDR1-GENTRL-000053
COCCC(=O)Nc1nc(COC)sc1CC1CCN(S(=O)(=O)COC)C1,DDR1-GENTRL-000054
Cn1cc(C(=O)Nc2ccccc2OCCc2ccc(CCNC(=O)c3cnc[nH]3)cc2)cn1,DDR1-GENTRL-000055
CC(CCc1ccn(C)n1)NC(=O)Nc1cccc(OCC(F)(F)F)c1,DDR1-GENTRL-000056
CCS(=O)(=O)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)c(Br)c1,DDR1-GENTRL-000057
Cc1noc(C2CCN(c3ccnc4[nH]c(=O)[nH]c34)CC2)c1C1CC1,DDR1-GENTRL-000058
CN1CCN(c2ccnc3[nH]ccc23)CCN1S(=O)(=O)c1ccoc1,DDR1-GENTRL-000059
COCC(=O)Nc1cccc(CNC(=O)NCC(COC)C2CCOCC2)n1,DDR1-GENTRL-000060
O=C(c1ccc2[nH]ncc2c1)N1CCN(c2ccc3c(c2)CN(c2ccccc2)CC3O)CC1,DDR1-GENTRL-000061
COCCCS(=O)(=O)Nc1ccc(CCNC(=O)c2cnc3cc[nH]c3c2)s1,DDR1-GENTRL-000062
COc1ccncc1NC(=O)NCc1cc(OCC2CC2)ccn1,DDR1-GENTRL-000063
Cc1cccc(OCC(=O)NCCC2CCN(CCCc3ccc4[nH]ncc4c3)CC2)c1,DDR1-GENTRL-000064
COCc1cnc(S(=O)(=O)N(CCOCC2CCOCC2)Cc2ccncc2)cc1C,DDR1-GENTRL-000065
O=C(NCC1CCCC1)c1ccc(CC2CCN(C(=O)N3CCOCC3)C2)nn1,DDR1-GENTRL-000066
CCOC(=O)C1(c2cc(NC(=O)c3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2Cl)CC1,DDR1-GENTRL-000067
CN(CCN(Cc1ccccc1N(C)C)C1CCN(Cc2ccncc2F)CC1)Cc1ccccc1,DDR1-GENTRL-000068
CSc1cc(C(=O)Nc2cnn(CC3CC3)c2)ccc1C,DDR1-GENTRL-000069
O=C(COc1ccccc1NC(=O)CN1CCOCC1)Nc1nc(-c2ccncc2)no1,DDR1-GENTRL-000070
CC(=O)OC1CCN(c2ccnc(C(C)C)c2)C(C)N1,DDR1-GENTRL-000071
COCCS(=O)(=O)N1CCC(CCc2cc(CCC(=O)Nc3cc(C)on3)on2)CC1,DDR1-GENTRL-000072
O=C(Nc1cc(CN2CCN(C3CCOCC3)CC2)ccc1Br)c1cccc(C(F)(F)F)c1,DDR1-GENTRL-000073
CC(C)C(=O)N(C)C(C)C(=O)N1CCC(C2=NOC(c3cccs3)=NO2)CC1,DDR1-GENTRL-000074
COCCCNC(=O)NC1(CCOC)CCN(c2ccc(COc3cc(N)n[nH]3)cn2)C1,DDR1-GENTRL-000075
CC(C)C1CCN(c2cn[nH]c2-c2ccc(C(N)=O)[nH]2)C1,DDR1-GENTRL-000076
CC(C)Cc1cnc(C(=O)N(C)CCCS(=O)(=O)c2cccc(CCC(=O)c3cnc[nH]3)c2)s1,DDR1-GENTRL-000077
CCCn1ncc(C(=O)Nc2cnn(CCCc3ccc4c(c3)OCCO4)n2)c1Cn1c(C)cc2nccn21,DDR1-GENTRL-000078
Cn1cccc1C(=O)NCCc1nccc2c1CCNC2=O,DDR1-GENTRL-000079
COc1cc(Br)c(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Cl,DDR1-GENTRL-000080
COCCCNC(=O)CN1CCCN(C(=O)CCC(=O)Nc2ccc(C)cn2)CC1,DDR1-GENTRL-000081
CCNC(=O)Nc1ccc(OCCN(C)C(=O)c2ccc(N(C)C)nc2)cc1OCC,DDR1-GENTRL-000082
CN(CCc1cccnc1)C1CCCN(C(=O)CCCC(F)(F)Cc2cccnc2)CC1,DDR1-GENTRL-000083
CC(C)CN(C)CCOc1cc(F)cc(OCC(=O)Nc2c[nH]cn2)c1,DDR1-GENTRL-000084
C=CCCCN1CCC(N(CCNC(=O)c2nc(OC)ccc2OC)CC2CCCC2)CC1,DDR1-GENTRL-000085
Nc1cc(S(=O)(=O)N2CC(COCCc3ccccc3NCc3ccncc3)N=N2)cc(Cn2ccnc2)n1,DDR1-GENTRL-000086
COc1ccc(-c2cc(N3CCCCC(CCc4nc(CCCc5ccc(N(C)C)cc5)no4)C3)[nH]n2)cc1,DDR1-GENTRL-000087
CN1CCN(CCOCCO)CCN(CCN(C)CC(O)Cc2ccnc(N3CCCCC3)n2)CC1,DDR1-GENTRL-000088
CS(=O)(=O)NC1CCC(Oc2cnc(SC(F)F)c(Br)c2)CC1,DDR1-GENTRL-000089
COCC1=CC=C(N2CCOCC2)C(=O)N(Cc2cccc(C(F)(F)F)c2)C=C1,DDR1-GENTRL-000090
CCCOc1ccc(OCC)c(S(=O)(=O)N2CCC(c3nnnn3CC3CC3)C2)n1,DDR1-GENTRL-000091
CN1CCN(Cc2ccc(NC(=O)c3ccc4c(ccc(=O)n4C)c3)cc2C(F)(F)F)CC1,DDR1-GENTRL-000092
CC(=O)Nc1ccc(CC(=O)NCc2ccc(CCNC(=O)c3cnn(CC(C)C)c3)cc2)cn1,DDR1-GENTRL-000093
COCCC(=O)NC1CCCC(C(=O)NCCCc2cc(-c3ccncc3)n[nH]2)CC1,DDR1-GENTRL-000094
Cc1cc(C#N)ccc1NCCCc1ccc(NCCCNS(=O)(=O)c2ccncc2)cc1,DDR1-GENTRL-000095
NC(=O)COc1ccc(N2CCC(OCc3cccc(S(N)(=O)=O)n3)C2)nc1,DDR1-GENTRL-000096
CN(C)CCN(C(=O)N(CCNC(=O)Cc1ccc(F)cc1)C1CCOCC1)c1ccncn1,DDR1-GENTRL-000097
CC(=O)N1CCC(CCCc2ccc(CN3CCC(F)(CCC(=O)c4cnc[nH]4)CC3)cc2)CC1,DDR1-GENTRL-000098
CN(C)CCNc1ccc(Nc2ccncn2)cc1NCCN(C1CCOCC1)C1CCOCC1,DDR1-GENTRL-000099
Cc1cc(Cl)cc(NC(=O)c2cc(Nc3cnc(C4CC4)cn3)cc(C(F)(F)F)c2)c1,DDR1-GENTRL-000100
Cc1cc(F)ccc1N1CCC(CCOCc2ccnc(Nc3ccc(F)c(COC4CCC4)c3)c2)CC1,DDR1-GENTRL-000101
COc1ccc(OC)c(S(=O)(=O)N2CCCC(NCc3noc(-c4cnccn4)n3)C2)c1,DDR1-GENTRL-000102
CN(C)CC1(Oc2nccc(CNC(=O)COCC3CCC3)n2)CC1,DDR1-GENTRL-000103
COCCN1CCC(N(CCNc2ncccc2OC)C(=O)Nc2cccnc2)C1,DDR1-GENTRL-000104
Cc1ccnc(N2CCC(CNc3cccc(N(C)C)c3)C2)n1,DDR1-GENTRL-000105
COCCOCc1cccc(CN2CCC(CCOC)(N3CCOCC3)CC2)n1,DDR1-GENTRL-000106
COCCNS(=O)(=O)c1cccc(Oc2cccc(CCc3noc(C)n3)n2)n1,DDR1-GENTRL-000107
CN(C)C(=O)C1CN(c2ccccc2)CC1Nc1ccnc2[nH]c(=O)[nH]c12,DDR1-GENTRL-000108
N#Cc1cccc(C(=O)Nc2ccc(-c3ccnc4[nH]c(=O)[nH]c34)cn2)c1Oc1ccc2[nH]ncc2c1,DDR1-GENTRL-000109
Cc1cccc(CCCCCN(C(=O)CC2CCCC2)C2CCCC2)c1-c1cccnc1,DDR1-GENTRL-000110
COCCCn1ccnc1C(=O)NC(CC1CCN(C(=O)c2cncnc2)CC1)C(=O)NC(C)COC1CCC1,DDR1-GENTRL-000111
CCOCc1ccc(OCC(C2CCCN(C)CC2)N2CCC(CCO)CC2)cn1,DDR1-GENTRL-000112
